YEAR,MONTH,DATE,HOUR,MIN,PREDICTED,ACTUAL,ERROR,ERROR_RUN_SUM
2015,3,30,20,0,,0.03233,,
2015,3,30,21,0,,0.02718,,
2015,3,30,22,0,,0.02343,,
2015,3,30,23,0,,0.02329,,
2015,4,1,0,0,,0.01985,,
2015,4,1,1,0,,0.01861,,
2015,4,1,2,0,,0.01882,,
2015,4,1,3,0,,0.01941,,
2015,4,1,4,0,,0.02014,,
2015,4,1,5,0,,0.02581,,
2015,4,1,6,0,,0.02865,,
2015,4,1,7,0,,0.02908,,
2015,4,1,8,0,,0.02851,,
2015,4,1,9,0,,0.02904,,
2015,4,1,10,0,,0.02904,,
2015,4,1,11,0,,0.02703,,
2015,4,1,12,0,,0.02782,,
2015,4,1,13,0,,0.02901,,
2015,4,1,14,0,,0.02594,,
2015,4,1,15,0,,0.02574,,
2015,4,1,16,0,,0.02622,,
2015,4,1,17,0,,0.02474,,
2015,4,1,18,0,,0.02525,,
2015,4,1,19,0,,0.02788,,
2015,4,1,20,0,,0.02673,,
2015,4,1,21,0,,0.02333,,
2015,4,1,22,0,,0.02206,,
2015,4,1,23,0,,0.02004,,
2015,4,2,0,0,,0.02057,,
2015,4,2,1,0,,0.01955,,
2015,4,2,2,0,,0.01885,,
2015,4,2,3,0,,0.01875,,
2015,4,2,4,0,,0.02012,,
2015,4,2,5,0,,0.02302,,
2015,4,2,6,0,,0.02711,,
2015,4,2,7,0,,0.02968,,
2015,4,2,8,0,,0.03065,,
2015,4,2,9,0,,0.03048,,
2015,4,2,10,0,,0.03062,,
2015,4,2,11,0,,0.03011,,
2015,4,2,12,0,,0.02963,,
2015,4,2,13,0,,0.03252,,
2015,4,2,14,0,,0.03063,,
2015,4,2,15,0,,0.03042,,
2015,4,2,16,0,,0.03243,,
2015,4,2,17,0,,0.03272,,
2015,4,2,18,0,,0.03217,,
2015,4,2,19,0,,0.03437,,
2015,4,2,20,0,,0.03516,,
2015,4,2,21,0,,0.03006,,
2015,4,2,22,0,,0.02694,,
2015,4,2,23,0,,0.02598,,
2015,4,3,0,0,,0.02283,,
2015,4,3,1,0,,0.021,,
2015,4,3,2,0,,0.01962,,
2015,4,3,3,0,,0.01994,,
2015,4,3,4,0,,0.01848,,
2015,4,3,5,0,,0.02028,,
2015,4,3,6,0,,0.02273,,
2015,4,3,7,0,,0.0255,,
2015,4,3,8,0,,0.02655,,
2015,4,3,9,0,,0.02694,,
2015,4,3,10,0,,0.02708,,
2015,4,3,11,0,,0.02679,,
2015,4,3,12,0,,0.02641,,
2015,4,3,13,0,,0.02688,,
2015,4,3,14,0,,0.02687,,
2015,4,3,15,0,,0.02735,,
2015,4,3,16,0,,0.0286,,
2015,4,3,17,0,,0.02973,,
2015,4,3,18,0,,0.02906,,
2015,4,3,19,0,,0.03313,,
2015,4,3,20,0,,0.03382,,
2015,4,3,21,0,,0.02752,,
2015,4,3,22,0,,0.02402,,
2015,4,3,23,0,,0.02165,,
2015,4,4,0,0,,0.01874,,
2015,4,4,1,0,,0.01789,,
2015,4,4,2,0,,0.01738,,
2015,4,4,3,0,,0.01825,,
2015,4,4,4,0,,0.01924,,
2015,4,4,5,0,,0.02382,,
2015,4,4,6,0,,0.02759,,
2015,4,4,7,0,,0.03097,,
2015,4,4,8,0,,0.03113,,
2015,4,4,9,0,,0.03318,,
2015,4,4,10,0,,0.03564,,
2015,4,4,11,0,,0.03626,,
2015,4,4,12,0,,0.03844,,
2015,4,4,13,0,,0.03774,,
2015,4,4,14,0,,0.03689,,
2015,4,4,15,0,,0.03827,,
2015,4,4,16,0,,0.03989,,
2015,4,4,17,0,,0.04105,,
2015,4,4,18,0,,0.0369,,
2015,4,4,19,0,,0.04244,,
2015,4,4,20,0,,0.04395,,
2015,4,4,21,0,,0.03036,,
2015,4,4,22,0,,0.0258,,
2015,4,4,23,0,,0.02375,,
2015,4,5,0,0,,0.02003,,
2015,4,5,1,0,,0.01887,,
2015,4,5,2,0,,0.01844,,
2015,4,5,3,0,,0.01869,,
2015,4,5,4,0,,0.01978,,
2015,4,5,5,0,,0.02499,,
2015,4,5,6,0,,0.0331,,
2015,4,5,7,0,,0.03638,,
2015,4,5,8,0,,0.02881,,
2015,4,5,9,0,,0.03042,,
2015,4,5,10,0,,0.03162,,
2015,4,5,11,0,,0.03206,,
2015,4,5,12,0,,0.03305,,
2015,4,5,13,0,,0.0312,,
2015,4,5,14,0,,0.0308,,
2015,4,5,15,0,,0.03223,,
2015,4,5,16,0,,0.036,,
2015,4,5,17,0,,0.03532,,
2015,4,5,18,0,,0.03236,,
2015,4,5,19,0,,0.03402,,
2015,4,5,20,0,,0.03403,,
2015,4,5,21,0,,0.02532,,
2015,4,5,22,0,,0.02275,,
2015,4,5,23,0,,0.02073,,
2015,4,6,0,0,,0.01875,,
2015,4,6,1,0,,0.0177,,
2015,4,6,2,0,,0.01747,,
2015,4,6,3,0,,0.01766,,
2015,4,6,4,0,,0.01863,,
2015,4,6,5,0,,0.02123,,
2015,4,6,6,0,,0.024,,
2015,4,6,7,0,,0.02737,,
2015,4,6,8,0,,0.02975,,
2015,4,6,9,0,,0.03405,,
2015,4,6,10,0,,0.03464,,
2015,4,6,11,0,,0.04099,,
2015,4,6,12,0,,0.04229,,
2015,4,6,13,0,,0.04509,,
2015,4,6,14,0,,0.04334,,
2015,4,6,15,0,,0.04578,,
2015,4,6,16,0,,0.04463,,
2015,4,6,17,0,,0.04176,,
2015,4,6,18,0,,0.03772,,
2015,4,6,19,0,,0.03929,,
2015,4,6,20,0,,0.03947,,
2015,4,6,21,0,,0.02935,,
2015,4,6,22,0,,0.02387,,
2015,4,6,23,0,,0.02151,,
2015,4,7,0,0,,0.02211,,
2015,4,7,1,0,,0.01987,,
2015,4,7,2,0,,0.01884,,
2015,4,7,3,0,,0.01866,,
2015,4,7,4,0,,0.02141,,
2015,4,7,5,0,,0.02817,,
2015,4,7,6,0,,0.03271,,
2015,4,7,7,0,,0.03385,,
2015,4,7,8,0,,0.03464,,
2015,4,7,9,0,,0.03571,,
2015,4,7,10,0,,0.03716,,
2015,4,7,11,0,,0.03814,,
2015,4,7,12,0,,0.03845,,
2015,4,7,13,0,,0.04045,,
2015,4,7,14,0,,0.04133,,
2015,4,7,15,0,,0.04179,,
2015,4,7,16,0,,0.03998,,
2015,4,7,17,0,,0.03774,,
2015,4,7,18,0,,0.03322,,
2015,4,7,19,0,,0.03439,,
2015,4,7,20,0,,0.0366,,
2015,4,7,21,0,,0.0289,,
2015,4,7,22,0,,0.02438,,
2015,4,7,23,0,,0.02263,,
2015,4,8,0,0,,0.01879,,
2015,4,8,1,0,,0.01682,,
2015,4,8,2,0,,0.01621,,
2015,4,8,3,0,,0.01592,,
2015,4,8,4,0,,0.01926,,
2015,4,8,5,0,,0.02448,,
2015,4,8,6,0,,0.0325,,
2015,4,8,7,0,,0.03884,,
2015,4,8,8,0,,0.03837,,
2015,4,8,9,0,,0.04133,,
2015,4,8,10,0,,0.04298,,
2015,4,8,11,0,,0.04103,,
2015,4,8,12,0,,0.04271,,
2015,4,8,13,0,,0.04436,,
2015,4,8,14,0,,0.04241,,
2015,4,8,15,0,,0.04316,,
2015,4,8,16,0,,0.04119,,
2015,4,8,17,0,,0.03921,,
2015,4,8,18,0,,0.03498,,
2015,4,8,19,0,,0.03702,,
2015,4,8,20,0,,0.03948,,
2015,4,8,21,0,,0.0295,,
2015,4,8,22,0,,0.02628,,
2015,4,8,23,0,,0.02437,,
2015,4,9,0,0,,0.02295,,
2015,4,9,1,0,,0.02132,,
2015,4,9,2,0,,0.02008,,
2015,4,9,3,0,,0.01982,,
2015,4,9,4,0,,0.02021,,
2015,4,9,5,0,,0.02152,,
2015,4,9,6,0,,0.02303,,
2015,4,9,7,0,,0.0299,,
2015,4,9,8,0,,0.03289,,
2015,4,9,9,0,,0.03689,,
2015,4,9,10,0,,0.03752,,
2015,4,9,11,0,,0.03815,,
2015,4,9,12,0,,0.03789,,
2015,4,9,13,0,,0.03804,,
2015,4,9,14,0,,0.03696,,
2015,4,9,15,0,,0.03761,,
2015,4,9,16,0,,0.03481,,
2015,4,9,17,0,,0.03146,,
2015,4,9,18,0,,0.03047,,
2015,4,9,19,0,,0.03399,,
2015,4,9,20,0,,0.03573,,
2015,4,9,21,0,,0.02683,,
2015,4,9,22,0,,0.02506,,
2015,4,9,23,0,,0.02188,,
2015,4,10,0,0,,0.02168,,
2015,4,10,1,0,,0.0194,,
2015,4,10,2,0,,0.0184,,
2015,4,10,3,0,,0.01765,,
2015,4,10,4,0,,0.01848,,
2015,4,10,5,0,,0.02035,,
2015,4,10,6,0,,0.02139,,
2015,4,10,7,0,,0.02816,,
2015,4,10,8,0,,0.03199,,
2015,4,10,9,0,,0.03475,,
2015,4,10,10,0,,0.03566,,
2015,4,10,11,0,,0.03726,,
2015,4,10,12,0,,0.03775,,
2015,4,10,13,0,,0.03879,,
2015,4,10,14,0,,0.03822,,
2015,4,10,15,0,,0.03794,,
2015,4,10,16,0,,0.03829,,
2015,4,10,17,0,,0.03505,,
2015,4,10,18,0,,0.03635,,
2015,4,10,19,0,,0.04063,,
2015,4,10,20,0,,0.04246,,
2015,4,10,21,0,,0.0272,,
2015,4,10,22,0,,0.02257,,
2015,4,10,23,0,,0.02057,,
2015,4,11,0,0,,0.01928,,
2015,4,11,1,0,,0.01717,,
2015,4,11,2,0,,0.01729,,
2015,4,11,3,0,,0.01718,,
2015,4,11,4,0,,0.02035,,
2015,4,11,5,0,,0.02357,,
2015,4,11,6,0,,0.03106,,
2015,4,11,7,0,,0.03305,,
2015,4,11,8,0,,0.03389,,
2015,4,11,9,0,,0.03668,,
2015,4,11,10,0,,0.03847,,
2015,4,11,11,0,,0.03692,,
2015,4,11,12,0,,0.03924,,
2015,4,11,13,0,,0.04031,,
2015,4,11,14,0,,0.03695,,
2015,4,11,15,0,,0.03461,,
2015,4,11,16,0,,0.03393,,
2015,4,11,17,0,,0.0326,,
2015,4,11,18,0,,0.03172,,
2015,4,11,19,0,,0.03545,,
2015,4,11,20,0,,0.04008,,
2015,4,11,21,0,,0.03047,,
2015,4,11,22,0,,0.02419,,
2015,4,11,23,0,,0.02123,,
2015,4,12,0,0,,0.01773,,
2015,4,12,1,0,,0.0166,,
2015,4,12,2,0,,0.0161,,
2015,4,12,3,0,,0.01576,,
2015,4,12,4,0,,0.01754,,
2015,4,12,5,0,,0.02079,,
2015,4,12,6,0,,0.02601,,
2015,4,12,7,0,,0.02855,,
2015,4,12,8,0,,0.02816,,
2015,4,12,9,0,,0.03057,,
2015,4,12,10,0,,0.0331,,
2015,4,12,11,0,,0.03115,,
2015,4,12,12,0,,0.03019,,
2015,4,12,13,0,,0.03039,,
2015,4,12,14,0,,0.03047,,
2015,4,12,15,0,,0.02731,,
2015,4,12,16,0,,0.02951,,
2015,4,12,17,0,,0.02736,,
2015,4,12,18,0,,0.02802,,
2015,4,12,19,0,,0.03322,,
2015,4,12,20,0,,0.03659,,
2015,4,12,21,0,,0.02715,,
2015,4,12,22,0,,0.02101,,
2015,4,12,23,0,,0.01942,,
2015,4,13,0,0,,0.01771,,
2015,4,13,1,0,,0.01664,,
2015,4,13,2,0,,0.01604,,
2015,4,13,3,0,,0.01576,,
2015,4,13,4,0,,0.01691,,
2015,4,13,5,0,,0.02265,,
2015,4,13,6,0,,0.02707,,
2015,4,13,7,0,,0.02908,,
2015,4,13,8,0,,0.02955,,
2015,4,13,9,0,,0.03047,,
2015,4,13,10,0,,0.03146,,
2015,4,13,11,0,,0.03042,,
2015,4,13,12,0,,0.03195,,
2015,4,13,13,0,,0.0324,,
2015,4,13,14,0,,0.03029,,
2015,4,13,15,0,,0.03003,,
2015,4,13,16,0,,0.02983,,
2015,4,13,17,0,,0.02904,,
2015,4,13,18,0,,0.02881,,
2015,4,13,19,0,,0.02999,,
2015,4,13,20,0,,0.03664,,
2015,4,13,21,0,,0.02624,,
2015,4,13,22,0,,0.02372,,
2015,4,13,23,0,,0.02195,,
2015,4,14,0,0,,0.01929,,
2015,4,14,1,0,,0.0177,,
2015,4,14,2,0,,0.01666,,
2015,4,14,3,0,,0.01722,,
2015,4,14,4,0,,0.01937,,
2015,4,14,5,0,,0.02376,,
2015,4,14,6,0,,0.02996,,
2015,4,14,7,0,,0.0309,,
2015,4,14,8,0,,0.0317,,
2015,4,14,9,0,,0.0329,,
2015,4,14,10,0,,0.03425,,
2015,4,14,11,0,,0.03448,,
2015,4,14,12,0,,0.03596,,
2015,4,14,13,0,,0.03758,,
2015,4,14,14,0,,0.03558,,
2015,4,14,15,0,,0.03226,,
2015,4,14,16,0,,0.03157,,
2015,4,14,17,0,,0.02968,,
2015,4,14,18,0,,0.02864,,
2015,4,14,19,0,,0.02934,,
2015,4,14,20,0,,0.0343,,
2015,4,14,21,0,,0.02518,,
2015,4,14,22,0,,0.02289,,
2015,4,14,23,0,,0.02155,,
2015,4,15,0,0,,0.01894,,
2015,4,15,1,0,,0.01832,,
2015,4,15,2,0,,0.01735,,
2015,4,15,3,0,,0.01738,,
2015,4,15,4,0,,0.01812,,
2015,4,15,5,0,,0.02005,,
2015,4,15,6,0,,0.02392,,
2015,4,15,7,0,,0.02613,,
2015,4,15,8,0,,0.02677,,
2015,4,15,9,0,,0.02969,,
2015,4,15,10,0,,0.03258,,
2015,4,15,11,0,,0.03331,,
2015,4,15,12,0,,0.03447,,
2015,4,15,13,0,,0.0356,,
2015,4,15,14,0,,0.03627,,
2015,4,15,15,0,,0.03634,,
2015,4,15,16,0,,0.03682,,
2015,4,15,17,0,,0.03469,,
2015,4,15,18,0,,0.03066,,
2015,4,15,19,0,,0.03238,,
2015,4,15,20,0,,0.03594,,
2015,4,15,21,0,,0.02714,,
2015,4,15,22,0,,0.02165,,
2015,4,15,23,0,,0.02026,,
2015,4,16,0,0,,0.01991,,
2015,4,16,1,0,,0.0197,,
2015,4,16,2,0,,0.01901,,
2015,4,16,3,0,,0.01879,,
2015,4,16,4,0,,0.01835,,
2015,4,16,5,0,,0.01966,,
2015,4,16,6,0,,0.0234,,
2015,4,16,7,0,,0.02634,,
2015,4,16,8,0,,0.03177,,
2015,4,16,9,0,,0.03321,,
2015,4,16,10,0,,0.03637,,
2015,4,16,11,0,,0.04144,,
2015,4,16,12,0,,0.03973,,
2015,4,16,13,0,,0.03864,,
2015,4,16,14,0,,0.03914,,
2015,4,16,15,0,,0.03933,,
2015,4,16,16,0,,0.03799,,
2015,4,16,17,0,,0.03578,,
2015,4,16,18,0,,0.03374,,
2015,4,16,19,0,,0.03351,,
2015,4,16,20,0,,0.03745,,
2015,4,16,21,0,,0.03055,,
2015,4,16,22,0,,0.02528,,
2015,4,16,23,0,,0.02363,,
2015,4,17,0,0,,0.02311,,
2015,4,17,1,0,,0.02213,,
2015,4,17,2,0,,0.02068,,
2015,4,17,3,0,,0.02028,,
2015,4,17,4,0,,0.02045,,
2015,4,17,5,0,,0.0214,,
2015,4,17,6,0,,0.0216,,
2015,4,17,7,0,,0.02468,,
2015,4,17,8,0,,0.02743,,
2015,4,17,9,0,,0.02931,,
2015,4,17,10,0,,0.03071,,
2015,4,17,11,0,,0.03534,,
2015,4,17,12,0,,0.0355,,
2015,4,17,13,0,,0.03513,,
2015,4,17,14,0,,0.03755,,
2015,4,17,15,0,,0.03898,,
2015,4,17,16,0,,0.03874,,
2015,4,17,17,0,,0.04025,,
2015,4,17,18,0,,0.03614,,
2015,4,17,19,0,,0.03735,,
2015,4,17,20,0,,0.03892,,
2015,4,17,21,0,,0.02972,,
2015,4,17,22,0,,0.02389,,
2015,4,17,23,0,,0.02141,,
2015,4,18,0,0,,0.02138,,
2015,4,18,1,0,,0.02054,,
2015,4,18,2,0,,0.01998,,
2015,4,18,3,0,,0.01938,,
2015,4,18,4,0,,0.02126,,
2015,4,18,5,0,,0.0262,,
2015,4,18,6,0,,0.03397,,
2015,4,18,7,0,,0.03797,,
2015,4,18,8,0,,0.04029,,
2015,4,18,9,0,,0.04202,,
2015,4,18,10,0,,0.04315,,
2015,4,18,11,0,,0.04532,,
2015,4,18,12,0,,0.04882,,
2015,4,18,13,0,,0.04997,,
2015,4,18,14,0,,0.04916,,
2015,4,18,15,0,,0.04772,,
2015,4,18,16,0,,0.04916,,
2015,4,18,17,0,,0.04457,,
2015,4,18,18,0,,0.04042,,
2015,4,18,19,0,,0.03973,,
2015,4,18,20,0,,0.04043,,
2015,4,18,21,0,,0.03245,,
2015,4,18,22,0,,0.02429,,
2015,4,18,23,0,,0.02243,,
2015,4,19,0,0,,0.02063,,
2015,4,19,1,0,,0.02048,,
2015,4,19,2,0,,0.01987,,
2015,4,19,3,0,,0.02013,,
2015,4,19,4,0,,0.02074,,
2015,4,19,5,0,,0.0225,,
2015,4,19,6,0,,0.02718,,
2015,4,19,7,0,,0.03188,,
2015,4,19,8,0,,0.0328,,
2015,4,19,9,0,,0.03422,,
2015,4,19,10,0,,0.03438,,
2015,4,19,11,0,,0.03459,,
2015,4,19,12,0,,0.03537,,
2015,4,19,13,0,,0.03482,,
2015,4,19,14,0,,0.03462,,
2015,4,19,15,0,,0.03405,,
2015,4,19,16,0,,0.03309,,
2015,4,19,17,0,,0.03131,,
2015,4,19,18,0,,0.02857,,
2015,4,19,19,0,,0.02903,,
2015,4,19,20,0,,0.03235,,
2015,4,19,21,0,,0.02542,,
2015,4,19,22,0,,0.02268,,
2015,4,19,23,0,,0.02098,,
2015,4,20,0,0,,0.02086,,
2015,4,20,1,0,,0.01983,,
2015,4,20,2,0,,0.01931,,
2015,4,20,3,0,,0.01949,,
2015,4,20,4,0,,0.0196,,
2015,4,20,5,0,,0.02115,,
2015,4,20,6,0,,0.0269,,
2015,4,20,7,0,,0.02903,,
2015,4,20,8,0,,0.02952,,
2015,4,20,9,0,,0.03081,,
2015,4,20,10,0,,0.03089,,
2015,4,20,11,0,,0.0314,,
2015,4,20,12,0,,0.03094,,
2015,4,20,13,0,,0.03071,,
2015,4,20,14,0,,0.02949,,
2015,4,20,15,0,,0.02866,,
2015,4,20,16,0,,0.02807,,
2015,4,20,17,0,,0.02796,,
2015,4,20,18,0,,0.02678,,
2015,4,20,19,0,,0.02756,,
2015,4,20,20,0,,0.03044,,
2015,4,20,21,0,,0.02515,,
2015,4,20,22,0,,0.02218,,
2015,4,20,23,0,,0.02049,,
2015,4,21,0,0,,0.01983,,
2015,4,21,1,0,,0.01934,,
2015,4,21,2,0,,0.01867,,
2015,4,21,3,0,,0.01862,,
2015,4,21,4,0,,0.01893,,
2015,4,21,5,0,,0.02065,,
2015,4,21,6,0,,0.0251,,
2015,4,21,7,0,,0.02868,,
2015,4,21,8,0,,0.02855,,
2015,4,21,9,0,,0.0287,,
2015,4,21,10,0,,0.02925,,
2015,4,21,11,0,,0.02916,,
2015,4,21,12,0,,0.02931,,
2015,4,21,13,0,,0.02901,,
2015,4,21,14,0,,0.02827,,
2015,4,21,15,0,,0.02809,,
2015,4,21,16,0,,0.02704,,
2015,4,21,17,0,,0.02622,,
2015,4,21,18,0,,0.02533,,
2015,4,21,19,0,,0.02616,,
2015,4,21,20,0,,0.02866,,
2015,4,21,21,0,,0.02425,,
2015,4,21,22,0,,0.02136,,
2015,4,21,23,0,,0.02022,,
2015,4,22,0,0,,0.01996,,
2015,4,22,1,0,,0.0191,,
2015,4,22,2,0,,0.01879,,
2015,4,22,3,0,,0.01871,,
2015,4,22,4,0,,0.01944,,
2015,4,22,5,0,,0.02068,,
2015,4,22,6,0,,0.02618,,
2015,4,22,7,0,,0.02836,,
2015,4,22,8,0,,0.02951,,
2015,4,22,9,0,,0.02996,,
2015,4,22,10,0,,0.03032,,
2015,4,22,11,0,,0.02968,,
2015,4,22,12,0,,0.02891,,
2015,4,22,13,0,,0.02883,,
2015,4,22,14,0,,0.02807,,
2015,4,22,15,0,,0.02788,,
2015,4,22,16,0,,0.02719,,
2015,4,22,17,0,,0.02584,,
2015,4,22,18,0,,0.02511,,
2015,4,22,19,0,,0.02541,,
2015,4,22,20,0,,0.02657,,
2015,4,22,21,0,,0.02358,,
2015,4,22,22,0,,0.02117,,
2015,4,22,23,0,,0.01998,,
2015,4,23,0,0,,0.01813,,
2015,4,23,1,0,,0.0179,,
2015,4,23,2,0,,0.0172,,
2015,4,23,3,0,,0.01659,,
2015,4,23,4,0,,0.01763,,
2015,4,23,5,0,,0.01893,,
2015,4,23,6,0,,0.02031,,
2015,4,23,7,0,,0.02088,,
2015,4,23,8,0,,0.02318,,
2015,4,23,9,0,,0.02434,,
2015,4,23,10,0,,0.02489,,
2015,4,23,11,0,,0.02351,,
2015,4,23,12,0,,0.02427,,
2015,4,23,13,0,,0.02404,,
2015,4,23,14,0,,0.02388,,
2015,4,23,15,0,,0.02502,,
2015,4,23,16,0,,0.02475,,
2015,4,23,17,0,,0.02517,,
2015,4,23,18,0,,0.02416,,
2015,4,23,19,0,,0.02367,,
2015,4,23,20,0,,0.02514,,
2015,4,23,21,0,,0.02306,,
2015,4,23,22,0,,0.02069,,
2015,4,23,23,0,,0.01982,,
2015,4,24,0,0,,0.01627,,
2015,4,24,1,0,,0.01422,,
2015,4,24,2,0,,0.01224,,
2015,4,24,3,0,,0.01223,,
2015,4,24,4,0,,0.01355,,
2015,4,24,5,0,,0.01417,,
2015,4,24,6,0,,0.01703,,
2015,4,24,7,0,,0.02018,,
2015,4,24,8,0,,0.02114,,
2015,4,24,9,0,,0.02178,,
2015,4,24,10,0,,0.0222,,
2015,4,24,11,0,,0.02336,,
2015,4,24,12,0,,0.02306,,
2015,4,24,13,0,,0.02282,,
2015,4,24,14,0,,0.02333,,
2015,4,24,15,0,,0.02395,,
2015,4,24,16,0,,0.0246,,
2015,4,24,17,0,,0.0253,,
2015,4,24,18,0,,0.02523,,
2015,4,24,19,0,,0.02399,,
2015,4,24,20,0,,0.0257,,
2015,4,24,21,0,,0.02327,,
2015,4,24,22,0,,0.02028,,
2015,4,24,23,0,,0.01894,,
2015,4,25,0,0,,0.01599,,
2015,4,25,1,0,,0.01321,,
2015,4,25,2,0,,0.01062,,
2015,4,25,3,0,,0.00891,,
2015,4,25,4,0,,0.01036,,
2015,4,25,5,0,,0.01339,,
2015,4,25,6,0,,0.01606,,
2015,4,25,7,0,,0.01901,,
2015,4,25,8,0,,0.02169,,
2015,4,25,9,0,,0.02383,,
2015,4,25,10,0,,0.02547,,
2015,4,25,11,0,,0.02763,,
2015,4,25,12,0,,0.02814,,
2015,4,25,13,0,,0.02889,,
2015,4,25,14,0,,0.0285,,
2015,4,25,15,0,,0.02914,,
2015,4,25,16,0,,0.03018,,
2015,4,25,17,0,,0.03083,,
2015,4,25,18,0,,0.02782,,
2015,4,25,19,0,,0.02807,,
2015,4,25,20,0,,0.03029,,
2015,4,25,21,0,,0.02517,,
2015,4,25,22,0,,0.02155,,
2015,4,25,23,0,,0.01999,,
2015,4,26,0,0,,0.01816,,
2015,4,26,1,0,,0.0172,,
2015,4,26,2,0,,0.01612,,
2015,4,26,3,0,,0.01613,,
2015,4,26,4,0,,0.01616,,
2015,4,26,5,0,,0.01727,,
2015,4,26,6,0,,0.01954,,
2015,4,26,7,0,,0.02256,,
2015,4,26,8,0,,0.02294,,
2015,4,26,9,0,,0.02647,,
2015,4,26,10,0,,0.02798,,
2015,4,26,11,0,,0.0295,,
2015,4,26,12,0,,0.03089,,
2015,4,26,13,0,,0.03163,,
2015,4,26,14,0,,0.03154,,
2015,4,26,15,0,,0.02978,,
2015,4,26,16,0,,0.0288,,
2015,4,26,17,0,,0.02782,,
2015,4,26,18,0,,0.02368,,
2015,4,26,19,0,,0.02263,,
2015,4,26,20,0,,0.0252,,
2015,4,26,21,0,,0.02049,,
2015,4,26,22,0,,0.02137,,
2015,4,26,23,0,,0.01956,,
2015,4,27,0,0,,0.01665,,
2015,4,27,1,0,,0.01484,,
2015,4,27,2,0,,0.01371,,
2015,4,27,3,0,,0.01334,,
2015,4,27,4,0,,0.01401,,
2015,4,27,5,0,,0.01546,,
2015,4,27,6,0,,0.01917,,
2015,4,27,7,0,,0.02162,,
2015,4,27,8,0,,0.02302,,
2015,4,27,9,0,,0.02653,,
2015,4,27,10,0,,0.02858,,
2015,4,27,11,0,,0.02844,,
2015,4,27,12,0,,0.03372,,
2015,4,27,13,0,,0.03707,,
2015,4,27,14,0,,0.03739,,
2015,4,27,15,0,,0.03832,,
2015,4,27,16,0,,0.03702,,
2015,4,27,17,0,,0.03408,,
2015,4,27,18,0,,0.03271,,
2015,4,27,19,0,,0.0313,,
2015,4,27,20,0,,0.03169,,
2015,4,27,21,0,,0.02458,,
2015,4,27,22,0,,0.02319,,
2015,4,27,23,0,,0.02139,,
2015,4,28,0,0,,0.01822,,
2015,4,28,1,0,,0.01693,,
2015,4,28,2,0,,0.01548,,
2015,4,28,3,0,,0.01553,,
2015,4,28,4,0,,0.01689,,
2015,4,28,5,0,,0.01814,,
2015,4,28,6,0,,0.02199,,
2015,4,28,7,0,,0.02468,,
2015,4,28,8,0,,0.02551,,
2015,4,28,9,0,,0.02809,,
2015,4,28,10,0,,0.03139,,
2015,4,28,11,0,,0.03666,,
2015,4,28,12,0,,0.03701,,
2015,4,28,13,0,,0.04063,,
2015,4,28,14,0,,0.04079,,
2015,4,28,15,0,,0.04088,,
2015,4,28,16,0,,0.04054,,
2015,4,28,17,0,,0.03559,,
2015,4,28,18,0,,0.03163,,
2015,4,28,19,0,,0.03043,,
2015,4,28,20,0,,0.03147,,
2015,4,28,21,0,,0.02592,,
2015,4,28,22,0,,0.02031,,
2015,4,28,23,0,,0.01925,,
2015,4,29,0,0,,0.01807,,
2015,4,29,1,0,,0.01678,,
2015,4,29,2,0,,0.01603,,
2015,4,29,3,0,,0.0161,,
2015,4,29,4,0,,0.01696,,
2015,4,29,5,0,,0.01836,,
2015,4,29,6,0,,0.02064,,
2015,4,29,7,0,,0.02281,,
2015,4,29,8,0,,0.02436,,
2015,4,29,9,0,,0.02582,,
2015,4,29,10,0,,0.02717,,
2015,4,29,11,0,,0.0297,,
2015,4,29,12,0,,0.03211,,
2015,4,29,13,0,,0.03298,,
2015,4,29,14,0,,0.03346,,
2015,4,29,15,0,,0.03268,,
2015,4,29,16,0,,0.03229,,
2015,4,29,17,0,,0.02945,,
2015,4,29,18,0,,0.02643,,
2015,4,29,19,0,,0.02481,,
2015,4,29,20,0,,0.02598,,
2015,4,29,21,0,,0.02351,,
2015,4,29,22,0,,0.02078,,
2015,4,29,23,0,,0.01992,,
2015,4,30,0,0,,0.01658,,
2015,4,30,1,0,,0.01556,,
2015,4,30,2,0,,0.01332,,
2015,4,30,3,0,,0.01341,,
2015,4,30,4,0,,0.01367,,
2015,4,30,5,0,,0.01496,,
2015,4,30,6,0,,0.01736,,
2015,4,30,7,0,,0.02032,,
2015,4,30,8,0,,0.02145,,
2015,4,30,9,0,,0.02236,,
2015,4,30,10,0,,0.02315,,
2015,4,30,11,0,,0.02399,,
2015,4,30,12,0,,0.02378,,
2015,4,30,13,0,,0.02371,,
2015,4,30,14,0,,0.02317,,
2015,4,30,15,0,,0.02248,,
2015,4,30,16,0,,0.02275,,
2015,4,30,17,0,,0.02204,,
2015,4,30,18,0,,0.02091,,
2015,4,30,19,0,,0.02053,,
2015,4,30,20,0,,0.0215,,
2015,4,30,21,0,,0.0206,,
2015,4,30,22,0,,0.0199,,
2015,4,30,23,0,,0.01851,,
2015,4,31,0,0,,0.01801,,
2015,4,31,1,0,,0.01593,,
2015,4,31,2,0,,0.01225,,
2015,4,31,3,0,,0.01378,,
2015,4,31,4,0,,0.0126,,
2015,4,31,5,0,,0.01538,,
2015,4,31,6,0,,0.01786,,
2015,4,31,7,0,,0.01983,,
2015,4,31,8,0,,0.02029,,
2015,4,31,9,0,,0.02076,,
